text/AK01042008CW241182005.txt:Mr.Abhinav Prasad, Advocate.
text/GM02032007CW14482001.txt:Advocate has urged that the petitioner having unsuccessfully
text/GM02052005CW156512004.txt:through : Mr. S.K. Rungta, Advocate with
text/GM02052005CW156512004.txt:Ms. Ruma Upadhyaya, Advocate
text/GM02052005CW34732003.txt:through Mr. A. Maitri, Advocate
text/GM02052005CW34732003.txt:through Mr. Sidharth Mridul, Advocate
text/GM02052005CW34732003.txt:Mr. M.M. Kalra, Advocate
text/GM02062006CW36672001.txt:through Mr. Ataul Haque, Advocate
text/GM02062006CW36672001.txt:through Mr. Anil Mittal, Advocate
text/GM02062006CW49182003.txt:Advocate
text/GM02062006CW49182003.txt:Advocates
text/GM02062006CW54912005.txt:Advocate
text/GM02062006CW54912005.txt:Advocate
text/GM02062006CW54912005.txt:prepared a cheque on the 19th March, 2004 which was sent to its advocate
text/GM02062006CW94872003.txt:Advocate
text/GM02062006CW94872003.txt:through: Mr. N.B. Joshi, Advocate with Mr. Sudhir
text/GM02062006CW94872003.txt:Sethi, Advocate & Mr. Navin K. Trivedi,
text/GM02062006CW94872003.txt:Advocate
text/GM02062006CW94872003.txt:large, the party cannot take shelter behind its Advocate.
text/GM02082004RFA4162004.txt:through Sunit Dutt Dixit, Advocate
text/GM02122004CW64662002.txt:represented by Mr.V.P. Sharma, Advocate
text/GM02122004CW64662002.txt:represented by Mr.Amiet Andley, Advocate
text/GM03012007OMP4472003.txt:one Shri D.S. Deo, an Advocate of the Supreme Court of India to
text/GM03012007S4412003.txt:through Mr. Subodh K. Pathak, Advocate
text/GM03012007S4412003.txt:Mr. Vikas Mehta, Advocate for defendant
text/GM03032005CW149922004.txt:through Mr. Ravi Prakash, Advocate
text/GM03032005CW149922004.txt:through Mr. Tanuj Khurana, Advocate for
text/GM03032005CW149922004.txt:Mr. C. Rajappa, Advocate for
text/GM03072006CW73272002.txt:Through Mr. D.N. Vohra, Advocate.
text/GM03072006CW73272002.txt:Through Mr. Ataul Haque, Advocate.
text/GM03102007CW72822007.txt:Ms.Smita Shankar, Advocate accepts notice on
text/GM03102007CW72822007.txt:Ms. Smita Shankar, Advocate on instructions of Mr.
text/GM04012007AAP2422006.txt:Advocate
text/GM04012007AAP2422006.txt:Advocate
text/GM04042006CW201832006.txt:Through Mr. Harvinder Singh, Advocate
text/GM04042006CW201832006.txt:Through Mr. Gajendra Giri, Advocate
text/GM04042006CW201832006.txt:Mr. Harvinder Singh, Advocate accepts notice and submits
text/GM04102005CW40062000.txt:through: Mr. Manish Pathak, Advocate
text/GM05022007PR521999.txt:through: Mr. D.C. Vohra, Advocate
text/GM05022007PR521999.txt:through: Mr. Rahul Srivastava, Advocate
text/GM05022007PR521999.txt:Advocate for the Respondent
text/GM05022007PR521999.txt:pleased to appoint Ms. Rajni Chauhan, Advocate as a local commissioner
text/GM05042006CW23871995.txt:through Mr. Gurbaksh Singh, Advocate
text/GM05042006CW23871995.txt:Mr. Banamali Shukla, Advocates
text/GM05042006CW38732000.txt:through: Mr. Apurb Lal, Advocate
text/GM05042006CW38732000.txt:through: Mr. Alakh Kumar, Advocate
text/GM05102007CW73882007.txt:Advocate
text/GM05102007CW73882007.txt:Advocate
text/GM05122005CW15362000.txt:Advocate
text/GM05122005CW15362000.txt:through Mr. K.C. Dubey, Advocate
text/GM05122005CW15362000.txt:Advocate
text/GM05122005CW15362000.txt:through Mr. K.C. Dubey, Advocate
text/GM05122005CW32332001.txt:Advocate
text/GM05122005CW32332001.txt:through Mr. K.C. Dubey, Advocate
text/GM05122005CW32332001.txt:Advocate
text/GM05122005CW32332001.txt:through Mr. K.C. Dubey, Advocate
text/GM05122005CW50782003.txt:Ms. Manpreet Kaur, Advocate
text/GM06032007OMP4482005.txt:through: Mr. R.V. Sinha with Mr. A.S. Singh, Advocates
text/GM06032007OMP4482005.txt:requested by the Government Advocate, a citizen
text/GM06062005CW25782003.txt:Through: Mr. Valmiki Mehta, Sr. Advocate
text/GM06062005CW25782003.txt:Advocate
text/GM06062005CW25782003.txt:Through: Mr. R.V. Sinha, Advocate with
text/GM06062005CW25782003.txt:Mr. A.S. Singh, Advocate
text/GM06062005CW36902001.txt:through Mr. Lalit Gupta, Advocate
text/GM06062005CW36902001.txt:Mr.Arun Sharma, Advocate
text/GM06062005CW36902001.txt:Mr.Amiet Andley, Advocate, learned counsel appearing
text/GM06122005CW49532002.txt:Advocate
text/GM06122005CW49532002.txt:Advocate
text/GM06122006S4322005.txt:through: Mr. Sandeep Sharma, Advocate
text/GM06122006S4322005.txt:through: Mr. R.K. Jain, Advocate with Mr.Amjad
text/GM06122006S4322005.txt:Hussain, Advocate
text/GM07032007OMP142000.txt:through: Ms. Gitanjali Chauhan, Advocate
text/GM07032007OMP142000.txt:with Ms. Richa Kapoor, Advocate
text/GM07092006CW27262005.txt:through Mr. Ashok Desai, Sr. Advocate
text/GM07092006CW27262005.txt:with Mr. Rajiv Nayyar, Sr. Advocate,
text/GM07092006CW27262005.txt:and Mr. Shekhar Menon, Advocates
text/GM07092006CW27262005.txt:through Mr. Rajiv Shakdher, Advocate
text/GM07092006CW27262005.txt:Kerala 57 Mayer Simon vs Advocate General of Kerala, the
text/GM07092006CW27262005.txt:Section 92 of the Code, consent of the Advocate General is necessary
text/GM07092006CW27262005.txt:court held that the Advocate General acted as a statutory
text/GM07092006CW27262005.txt:Advocate General, he would be entitled to move this
text/GM07092006CW27262005.txt:refusal of the consent by the Advocate-General? The
text/GM07092006CW27262005.txt:consent. It is well established that the Advocate
text/GM07092006CW27262005.txt:raised before the Advocate-General or even all the
text/GM07092006CW27262005.txt:by the Advocate-General. The inconvenience and
text/GM07092006CW27262005.txt:xxx The Advocate-General acts as a
text/GM07092006CW27262005.txt:Advocate-General decides nothing, does not, with due
text/GM07102004CW69342001.txt:Mr. Yogesh Sharma, Advocate
text/GM07102004CW69342001.txt:Advocates
text/GM07112007CW1192007.txt:through Mr. N. Kinra, Advocate
text/GM07112007CW1192007.txt:through Ms. Amrit K. Oberoi, Advocate
text/GM08032007CW6352004.txt:through: Mr. H.K. Chaturvedi, Advocate
text/GM08032007CW6352004.txt:through: Mr. J.S. Bhasin, Advocate
text/GM08082007CW16772007.txt:Advocate.
text/GM08082007CW16772007.txt:Advocate
text/GM08082007CW16772007.txt:Advocate
text/GM08082007CW21672007.txt:Advocate.
text/GM08082007CW21672007.txt:Advocate
text/GM08082007CW21672007.txt:Advocate
text/GM08102004COA322004.txt:Advocate with Mr. S.S. Sastry,
text/GM08102004COA322004.txt:Advocate
text/GM08102004COA322004.txt:through: Mr. G.S. Sistani, Advocate
text/GM08112004CW2682001.txt:through: Mr. Kailash Gambhir, Advocate
text/GM08112004CW2682001.txt:Advocate
text/GM08122006S19382006.txt:through: Mr. Chetan Sharma, Sr. Advocate
text/GM08122006S19382006.txt:through: Mr. Jayant Bhushan, Sr. Advocate with
text/GM09032007CW55632003.txt:through: Mr. Sanjoy Ghose,Advocate
text/GM09032007CW55632003.txt:through: Mr. Gaurang Kanth,Advocate
text/GM09102007CW14542007.txt:Advocate
text/GM09102007CW14542007.txt:Advocate
text/GM09102007CW702004.txt:Mr. Prasad Vijay Kumar, Advocates
text/GM10012007S13132005.txt:Advocate
text/GM10012007S13132005.txt:5, the reply received from the Advocate of the defendant which is dated
text/GM10032005CW161282004.txt:Mr. Gaurav Sarin, Advocates
text/GM10032005CW161282004.txt:through Mr. Shiv Kumar, Advocate for
text/GM10032005CW161282004.txt:Mr. Sunil Bagai, Advocate for
text/GM10032005CW30392002.txt:Advocate with Mr. K.V. Bharati Upadhyay,
text/GM10032005CW30392002.txt:Advocate
text/GM10032005CW30392002.txt:Through Mr. G.D. Goel, Advocate with
text/GM10032005CW30392002.txt:Mr. Sanjiv Goel, Advocate for
text/GM10032005CW30392002.txt:Mr. Suryakant Singla, Advocate
text/GM10032005CW64321998.txt:through Mr. B.T. Singh, Advocate
text/GM10032005CW64321998.txt:through Mr. Ajay Jha, Advocate
text/GM10032005CW64321998.txt:Shri Anil Kumar Pathak, Advocate dated 24.3.93.
text/GM10032005CW8892005.txt:Mr. N.R. Sharma, Advocates
text/GM10032005CW8892005.txt:Advocate
text/GM10082004RFA1932001.txt:Advocate
text/GM10082004RFA1932001.txt:Advocate
text/GM10102007CW75102007.txt:through: Mr. R.S. Juneja, Advocate
text/GM10102007CW75102007.txt:through: Mr. Amit K. Paul, Advocate
text/GM10102007CW75102007.txt:Mr. L.K. Garg, Advocate
text/GM10102007CW75102007.txt:Mr. Amit K. Paul, Advocate accepts notice on
text/GM10112004CW24932003.txt:Advocate with
text/GM10112004CW24932003.txt:Mr.P.C.Khanna,Advocate
text/GM10112004CW24932003.txt:through Ms.Jyoti Singh, Advocate
text/GM10112004CW24932003.txt:legal advise from the Deputy Judge Advocate General.
text/GM10112004CW24932003.txt:advise from the Deputy Judge Advocate General, framed a
text/GM11032005CW9632005.txt:Mr. Shayur M. Shah, Advocates
text/GM11032005CW9632005.txt:through Mr. Anurag Mathur, Advocate for
text/GM11032005CW9632005.txt:Mr. K.J.S. Kaha, Advocates for
text/GM11052007AA2812006.txt:Advocate
text/GM11052007AA302004.txt:through: Mr. Anil Sapra, Advocate
text/GM11052007AA302004.txt:through: Mr. Sunil Magon, Advocate for respondent
text/GM11052007AA352004.txt:through: Mr. Anil Sapra, Advocate
text/GM11052007AA352004.txt:through: Mr. Sunil Magon, Advocate for respondent
text/GM11052007AAP3352005.txt:Advocate
text/GM11052007AAP3352005.txt:through: Mr. Nasir Ahmed, Advocate
text/GM11052007S2154A2000.txt:Advocate
text/GM11052007S21821986.txt:through: Ms. Malvika Rajkotia, Advocate
text/GM11052007S21821986.txt:through: Mr. S.D. Salwan, Advocate for defendant
text/GM11092007CW168002006.txt:through: Mr. R.K. Saini, Advocate
text/GM11092007CW168002006.txt:through: Ms. Amita Singh, Advocate
text/GM12052005CW75592002.txt:through Mr. Naresh Kaushik, Advocate
text/GM12052005CW75592002.txt:through Mr. Viraj R.Dutta, Advocate for
text/GM12052005CW75592002.txt:Mr. Manish Malhotra, Advocates for
text/GM12052005CW75592002.txt:Advocate, learned counsel appearing for the respondent, to
text/GM12102007CW21722006.txt:of liberty. The most serious advocate of privacy
text/GM12102007CW21722006.txt:Even American Jurisprudence which has advocated the importance
text/GM12102007S21722006.txt:of liberty. The most serious advocate of privacy
text/GM12102007S21722006.txt:Even American Jurisprudence which has advocated the importance
text/GM12112007PR252000.txt:through Mr. Arvind Nigam, Advocate
text/GM12112007PR252000.txt:with Mr. L.K. Garg, Advocate
text/GM12112007PR252000.txt:through Mr. M.A. Khan, Advocate with
text/GM12112007PR252000.txt:Advocate who appeared as PW-5 & 6 respectively. The family doctor
text/GM12112007PR252000.txt:presence of Mr. P. Chandra Sekharan, Advocate and himself.
text/GM12112007PR252000.txt:by Mr. P. Chandra Sekharan, Advocate. The witness proved the Will
text/GM12112007PR252000.txt:Mr. P. Chandra Sekharan, Advocate and his own thereon which was
text/GM12112007PR252000.txt:Advocate before she signed it and that the witness had also explained
text/GM12112007PR252000.txt:33. Mr. P. Chandra Sekharan, Advocate who has appeared as PW-6,
text/GM12112007PR252000.txt:through Smt. Shakuntala Devi, Advocate who was the lawyer of the
text/GM12112007PR252000.txt:No.773/1992 through Smt. Prem Lata Aggarwal, Advocate who was
text/GM12112007PR252000.txt:Prem Lata Aggarwal, Advocate was representing the tenant against
text/GM13012005CW177082004.txt:through Mr. V.K.Tandon, Advocate
text/GM13012005CW177082004.txt:Ms.Sumita Dass,Advocates
text/GM13012005CW177082004.txt:and Mr.W.Shafiq, Advocates for
text/GM13022006CW213862005.txt:Advocate
text/GM13022006CW213862005.txt:Advocate
text/GM13052005CW23382001.txt:Advocate
text/GM13052005CW23382001.txt:Advocate
text/GM13052005CW23382001.txt:advocate by profession. On account of extreme trauma suffered
text/GM13082007S12532007.txt:and Mr. A. Khaitan, Advocates
text/GM13082007S12532007.txt:Mr. A. Mukherjee, Advocates
text/GM13122006S12562005.txt:Rajasthan High Court Advocates' Association Vs. Union
text/GM13122006S4362004.txt:Advocate
text/GM13122006S7592004.txt:Advocate
text/GM14092007S13792005.txt:Mr. Alok Kumar, Advocates
text/GM14092007S13792005.txt:Through : Mr. H.S. Phoolka, Sr. Advocate with
text/GM14092007S13792005.txt:Advocates
text/GM14092007S23952006.txt:Advocates
text/GM14092007S23952006.txt:Mr. Dinkar Singh, Advocate
text/GM15102004RFA342003.txt:through Mr.P.N.Bhardwaj, Advocate
text/GM15102004RFA342003.txt:through Mr.Subhash C.Sharma, Advocate
text/GM15102004RFA4842004.txt:with Ms.Toetini Bosue, Advocate
text/GM15102004RFA4842004.txt:through Mr.R.S.Endlaw, Advocate
text/GM15112007CW11832006.txt:through Ms. Deepali Gupta, Advocate
text/GM15112007CW11832006.txt:through Mr. S.C. Sharma, Advocate for
text/GM16022006CW44902005.txt:through: Mr. Anil, Advocate with Mr.
text/GM16022006CW44902005.txt:Sinha, Advocate
text/GM16022006CW44902005.txt:through: Mr. Mohd. Yasin, Advocate with
text/GM16022006CW44902005.txt:Mr. D.K. Ahlawat, Advocate for
text/GM16092005CW29321992.txt:through Mr.Sanjay Ghose, Advocate
text/GM16092005CW81152002.txt:through Mr. A.S.Chandhiok, Sr.Advocate
text/GM16092005CW81152002.txt:Arora, Advocates
text/GM16092005CW81152002.txt:through Mr.Suresh Kait, Advocate for
text/GM16092005CW81152002.txt:Mr.Neeraj Kaul, Sr.Advocate with
text/GM16092005CW81152002.txt:Rs.5,000/- with the Advocate Welfare Fund within a period of
text/GM17022005CW147192005.txt:through Ms. Suman Kapoor, Advocate
text/GM17022005CW147192005.txt:Mr. Nishant Diwan, Advocates for
text/GM17022005CW147192005.txt:Mr. Anurag Mathur, Advocate for
text/GM17022005CW174682004.txt:Mr. Kulbhushan, Advocates
text/GM17022005CW174682004.txt:Sanjiv Goel, Advocates for
text/GM17022005CW174682004.txt:Advocate & Mr.Jasmeet
text/GM17022005CW174682004.txt:Sanjiv Goel, Advocates for
text/GM17022005CW174682004.txt:Advocate & Mr.Jasmeet
text/GM17022005CW174702004.txt:Mr. Kulbhushan, Advocates
text/GM17022005CW174702004.txt:Sanjiv Goel, Advocates for
text/GM17022005CW174702004.txt:Advocate & Mr.Jasmeet
text/GM17022005CW174702004.txt:Sanjiv Goel, Advocates for
text/GM17022005CW174702004.txt:Advocate & Mr.Jasmeet
text/GM17052005CW78522002.txt:through Mr. Mohd. Sajid, Advocate
text/GM17052005CW78522002.txt:through Mr. Amiet Andely, Advocate for
text/GM17052005CW78522002.txt:Ms. Avnish Ahlawat, Advocate for
text/GM17052006CCP5802003.txt:through Mr. K.R. Nagraj, Advocate
text/GM17052006CCP5802003.txt:Mr. Kirtiman Singh, Advocates for
text/GM17052006CCP5802003.txt:from a Senior Advocate for taking
text/GM17052006CCP5802003.txt:opinion of the learned senior Advocate, the office
text/GM17052006CCP5802003.txt:Advocate dated 17th August, 2003 with reference to the category of
text/GM17052006CCP5802003.txt:While it is settled legal position that an opinion of an advocate
text/GM17052007S6262005.txt:through: Ms. Manjula Gandhi, Advocate with
text/GM17052007S6262005.txt:Ms. Neeru Sharma, Advocate
text/GM17052007S6701995.txt:through: Mr. Sandeep Sethi, Sr. Advocate
text/GM17052007S6701995.txt:with Ms.Amrita Swarup, Advocate
text/GM17072006AA222006.txt:the Advocate General, State of Bihar vs Madhya
text/GM17072006AA222006.txt:contempt of court. In Advocate General, State
text/GM17072006AA222006.txt:advocate is an officer of justice he owes it to
text/GM17072006AA222006.txt:Advocate General, State of Bihar vs Madhya Pradesh Khair
text/GM18052005CW165742004.txt:Mr. R.K. Saini, Advocate
text/GM18082006S28332000.txt:through: Mr. Rajiv Talwar, Advocate with
text/GM18082006S28332000.txt:Mr. Deepak Kumar, Advocate
text/GM18092007CCP1702005.txt:through: Mr. M.S. Dewan, Advocate
text/GM18092007CCP1702005.txt:through: Mr. Monica Sharma, Advocate
text/GM18102005CW183962005.txt:Advocate
text/GM18102005CW183962005.txt:Advocate for Respondent
text/GM18102005CW183962005.txt:Advocate for Respondent
text/GM18102005CW183962005.txt:Advocate
text/GM18102005CW183962005.txt:Advocate for Respondent
text/GM18102005CW183962005.txt:Advocate for Respondent
text/GM18102005CW98872005.txt:Advocate
text/GM18102005CW98872005.txt:Advocate for Respondent
text/GM18102005CW98872005.txt:Advocate for Respondent
text/GM18102005CW98872005.txt:Advocate
text/GM18102005CW98872005.txt:Advocate for Respondent
text/GM18102005CW98872005.txt:Advocate for Respondent
text/GM18122007CW94112007.txt:through: Mr. Hemant Malhotra, Advocate
text/GM19022007OMP3042004.txt:through: Mr. B.T. Singh, Advocate
text/GM19022007OMP3052004.txt:through: Mr. B.T. Singh, Advocate
text/GM19072007S21151999.txt:Advocates
text/GM19092005CCP4841999.txt:through Mr. Mukul Gupta, Advocate
text/GM19092005CCP4841999.txt:through Mr. Jayant Nath, Advocate
text/GM19092005CCP4841999.txt:In (1980) 3 SCC 311 Advocate General, State of Bihar vs
text/GM19092005CW27542005.txt:through Mr. B.K. Pal, Advocate
